"","SiteID","Directory","Model","Measured.Discharge","Modeled.Discharge","D84","Roughness","Year","WatershedName","VisitID","Trim.Length","HEV","DeltaBC"
"1","ASW00001-SF-F5P3BR","c://Matt-SFR Files/Hydraulic Modeling/champ data from bucket/2013/Asotin/ASW00001-SF-F5P3BR/VISIT_1572/Hydro/HydroModelInputs/","Yes",0.08642,0.08642,107,0.428,2013,"Asotin",1572,2,0.01,0
