x,y,value
476841.45,5116550.850000001,811.83
476841.55,5116550.850000001,811.829
476838.75,5116550.75,811.876
476838.85,5116550.75,811.874
476838.95,5116550.75,811.872
476839.05,5116550.75,811.87
476839.14999999997,5116550.75,811.868
476839.25,5116550.75,811.866
476839.35,5116550.75,811.864
476839.45,5116550.75,811.862
476839.55,5116550.75,811.86
476839.64999999997,5116550.75,811.858
476839.75,5116550.75,811.856
476839.85,5116550.75,811.854
476839.95,5116550.75,811.852
476840.05,5116550.75,811.851
476840.14999999997,5116550.75,811.849
476840.25,5116550.75,811.847
476840.35,5116550.75,811.845
476840.45,5116550.75,811.844
476840.55,5116550.75,811.842
476840.64999999997,5116550.75,811.841
476840.75,5116550.75,811.839
476840.85,5116550.75,811.838
476840.95,5116550.75,811.837
476841.05,5116550.75,811.835
476841.14999999997,5116550.75,811.834
476841.25,5116550.75,811.833
476841.35,5116550.75,811.832
476841.45,5116550.75,811.831
476841.55,5116550.75,811.831
476841.64999999997,5116550.75,811.831
476841.75,5116550.75,811.83
476838.75,5116550.65,811.88
476838.85,5116550.65,811.878
476838.95,5116550.65,811.876
476839.05,5116550.65,811.874
476839.14999999997,5116550.65,811.872
476839.25,5116550.65,811.87
476839.35,5116550.65,811.868
476839.45,5116550.65,811.866
476839.55,5116550.65,811.864
476839.64999999997,5116550.65,811.862
476839.75,5116550.65,811.86
476839.85,5116550.65,811.858
476839.95,5116550.65,811.856
476840.05,5116550.65,811.854
476840.14999999997,5116550.65,811.852
476840.25,5116550.65,811.85
476840.35,5116550.65,811.848
476840.45,5116550.65,811.847
476840.55,5116550.65,811.845
476840.64999999997,5116550.65,811.843
476840.75,5116550.65,811.842
476840.85,5116550.65,811.84
476840.95,5116550.65,811.839
476841.05,5116550.65,811.838
476841.14999999997,5116550.65,811.836
476841.25,5116550.65,811.835
476841.35,5116550.65,811.834
476841.45,5116550.65,811.833
476841.55,5116550.65,811.832
476841.64999999997,5116550.65,811.832
476841.75,5116550.65,811.831
476841.85,5116550.65,811.831
476841.95,5116550.65,811.831
476842.05,5116550.65,811.83
476838.64999999997,5116550.55,811.887
476838.75,5116550.55,811.885
476838.85,5116550.55,811.882
476838.95,5116550.55,811.88
476839.05,5116550.55,811.878
476839.14999999997,5116550.55,811.876
476839.25,5116550.55,811.874
476839.35,5116550.55,811.871
476839.45,5116550.55,811.869
476839.55,5116550.55,811.867
476839.64999999997,5116550.55,811.865
476839.75,5116550.55,811.863
476839.85,5116550.55,811.861
476839.95,5116550.55,811.859
476840.05,5116550.55,811.857
476840.14999999997,5116550.55,811.855
476840.25,5116550.55,811.853
476840.35,5116550.55,811.851
476840.45,5116550.55,811.849
476840.55,5116550.55,811.848
476840.64999999997,5116550.55,811.846
476840.75,5116550.55,811.844
476840.85,5116550.55,811.843
476840.95,5116550.55,811.841
476841.05,5116550.55,811.84
476841.14999999997,5116550.55,811.838
476841.25,5116550.55,811.837
476841.35,5116550.55,811.836
476841.45,5116550.55,811.835
476841.55,5116550.55,811.834
476841.64999999997,5116550.55,811.833
476841.75,5116550.55,811.833
476841.85,5116550.55,811.832
476841.95,5116550.55,811.832
476842.05,5116550.55,811.832
476842.14999999997,5116550.55,811.831
476842.25,5116550.55,811.831
476838.55,5116550.45,811.894
476838.64999999997,5116550.45,811.891
476838.75,5116550.45,811.889
476838.85,5116550.45,811.886
476838.95,5116550.45,811.884
476839.05,5116550.45,811.882
476839.14999999997,5116550.45,811.879
476839.25,5116550.45,811.877
476839.35,5116550.45,811.875
476839.45,5116550.45,811.873
476839.55,5116550.45,811.871
476839.64999999997,5116550.45,811.868
476839.75,5116550.45,811.866
476839.85,5116550.45,811.864
476839.95,5116550.45,811.862
476840.05,5116550.45,811.86
476840.14999999997,5116550.45,811.858
476840.25,5116550.45,811.856
476840.35,5116550.45,811.854
476840.45,5116550.45,811.852
476840.55,5116550.45,811.85
476840.64999999997,5116550.45,811.849
476840.75,5116550.45,811.847
476840.85,5116550.45,811.845
476840.95,5116550.45,811.844
476841.05,5116550.45,811.842
476841.14999999997,5116550.45,811.84
476841.25,5116550.45,811.839
476841.35,5116550.45,811.838
476841.45,5116550.45,811.837
476841.55,5116550.45,811.836
476841.64999999997,5116550.45,811.835
476841.75,5116550.45,811.834
476841.85,5116550.45,811.834
476841.95,5116550.45,811.833
476842.05,5116550.45,811.833
476842.14999999997,5116550.45,811.833
476842.25,5116550.45,811.832
476842.35,5116550.45,811.832
476842.45,5116550.45,811.831
476838.55,5116550.350000001,811.898
476838.64999999997,5116550.350000001,811.895
476838.75,5116550.350000001,811.893
476838.85,5116550.350000001,811.89
476838.95,5116550.350000001,811.888
476839.05,5116550.350000001,811.885
476839.14999999997,5116550.350000001,811.883
476839.25,5116550.350000001,811.881
476839.35,5116550.350000001,811.878
476839.45,5116550.350000001,811.876
476839.55,5116550.350000001,811.874
476839.64999999997,5116550.350000001,811.872
476839.75,5116550.350000001,811.869
476839.85,5116550.350000001,811.867
476839.95,5116550.350000001,811.865
476840.05,5116550.350000001,811.863
476840.14999999997,5116550.350000001,811.861
476840.25,5116550.350000001,811.859
476840.35,5116550.350000001,811.857
476840.45,5116550.350000001,811.855
476840.55,5116550.350000001,811.853
476840.64999999997,5116550.350000001,811.851
476840.75,5116550.350000001,811.849
476840.85,5116550.350000001,811.848
476840.95,5116550.350000001,811.846
476841.05,5116550.350000001,811.844
476841.14999999997,5116550.350000001,811.843
476841.25,5116550.350000001,811.841
476841.35,5116550.350000001,811.84
476841.45,5116550.350000001,811.838
476841.55,5116550.350000001,811.837
476841.64999999997,5116550.350000001,811.837
476841.75,5116550.350000001,811.836
476841.85,5116550.350000001,811.835
476841.95,5116550.350000001,811.835
476842.05,5116550.350000001,811.834
476842.14999999997,5116550.350000001,811.834
476842.25,5116550.350000001,811.834
476842.35,5116550.350000001,811.833
476842.45,5116550.350000001,811.833
476842.55,5116550.350000001,811.832
476842.64999999997,5116550.350000001,811.832
476838.45,5116550.25,811.905
476838.55,5116550.25,811.902
476838.64999999997,5116550.25,811.899
476838.75,5116550.25,811.897
476838.85,5116550.25,811.894
476838.95,5116550.25,811.892
476839.05,5116550.25,811.889
476839.14999999997,5116550.25,811.887
476839.25,5116550.25,811.884
476839.35,5116550.25,811.882
476839.45,5116550.25,811.88
476839.55,5116550.25,811.877
476839.64999999997,5116550.25,811.875
476839.75,5116550.25,811.873
476839.85,5116550.25,811.87
476839.95,5116550.25,811.868
476840.05,5116550.25,811.866
476840.14999999997,5116550.25,811.864
476840.25,5116550.25,811.862
476840.35,5116550.25,811.86
476840.45,5116550.25,811.858
476840.55,5116550.25,811.856
476840.64999999997,5116550.25,811.854
476840.75,5116550.25,811.852
476840.85,5116550.25,811.85
476840.95,5116550.25,811.848
476841.05,5116550.25,811.846
476841.14999999997,5116550.25,811.845
476841.25,5116550.25,811.843
476841.35,5116550.25,811.842
476841.45,5116550.25,811.84
476841.55,5116550.25,811.839
476841.64999999997,5116550.25,811.838
476841.75,5116550.25,811.837
476841.85,5116550.25,811.837
476841.95,5116550.25,811.836
476842.05,5116550.25,811.836
476842.14999999997,5116550.25,811.835
476842.25,5116550.25,811.835
476842.35,5116550.25,811.835
476842.45,5116550.25,811.834
476842.55,5116550.25,811.834
476842.64999999997,5116550.25,811.833
476842.75,5116550.25,811.833
476842.85,5116550.25,811.833
476842.95,5116550.25,811.832
476838.45,5116550.15,811.909
476838.55,5116550.15,811.906
476838.64999999997,5116550.15,811.903
476838.75,5116550.15,811.901
476838.85,5116550.15,811.898
476838.95,5116550.15,811.895
476839.05,5116550.15,811.893
476839.14999999997,5116550.15,811.89
476839.25,5116550.15,811.888
476839.35,5116550.15,811.885
476839.45,5116550.15,811.883
476839.55,5116550.15,811.88
476839.64999999997,5116550.15,811.878
476839.75,5116550.15,811.876
476839.85,5116550.15,811.873
476839.95,5116550.15,811.871
476840.05,5116550.15,811.869
476840.14999999997,5116550.15,811.867
476840.25,5116550.15,811.865
476840.35,5116550.15,811.863
476840.45,5116550.15,811.86
476840.55,5116550.15,811.858
476840.64999999997,5116550.15,811.856
476840.75,5116550.15,811.854
476840.85,5116550.15,811.853
476840.95,5116550.15,811.851
476841.05,5116550.15,811.849
476841.14999999997,5116550.15,811.847
476841.25,5116550.15,811.845
476841.35,5116550.15,811.844
476841.45,5116550.15,811.842
476841.55,5116550.15,811.841
476841.64999999997,5116550.15,811.84
476841.75,5116550.15,811.839
476841.85,5116550.15,811.838
476841.95,5116550.15,811.838
476842.05,5116550.15,811.837
476842.14999999997,5116550.15,811.837
476842.25,5116550.15,811.836
476842.35,5116550.15,811.836
476842.45,5116550.15,811.836
476842.55,5116550.15,811.835
476842.64999999997,5116550.15,811.835
476842.75,5116550.15,811.834
476842.85,5116550.15,811.834
476842.95,5116550.15,811.834
476843.05,5116550.15,811.833
476843.14999999997,5116550.15,811.833
476838.35,5116550.05,811.916
476838.45,5116550.05,811.913
476838.55,5116550.05,811.91
476838.64999999997,5116550.05,811.907
476838.75,5116550.05,811.904
476838.85,5116550.05,811.901
476838.95,5116550.05,811.899
476839.05,5116550.05,811.896
476839.14999999997,5116550.05,811.893
476839.25,5116550.05,811.891
476839.35,5116550.05,811.888
476839.45,5116550.05,811.886
476839.55,5116550.05,811.884
476839.64999999997,5116550.05,811.881
476839.75,5116550.05,811.879
476839.85,5116550.05,811.876
476839.95,5116550.05,811.874
476840.05,5116550.05,811.872
476840.14999999997,5116550.05,811.87
476840.25,5116550.05,811.867
476840.35,5116550.05,811.865
476840.45,5116550.05,811.863
476840.55,5116550.05,811.861
476840.64999999997,5116550.05,811.859
476840.75,5116550.05,811.857
476840.85,5116550.05,811.855
476840.95,5116550.05,811.853
476841.05,5116550.05,811.851
476841.14999999997,5116550.05,811.849
476841.25,5116550.05,811.847
476841.35,5116550.05,811.846
476841.45,5116550.05,811.844
476841.55,5116550.05,811.843
476841.64999999997,5116550.05,811.842
476841.75,5116550.05,811.841
476841.85,5116550.05,811.84
476841.95,5116550.05,811.839
476842.05,5116550.05,811.839
476842.14999999997,5116550.05,811.838
476842.25,5116550.05,811.838
476842.35,5116550.05,811.837
476842.45,5116550.05,811.837
476842.55,5116550.05,811.837
476842.64999999997,5116550.05,811.836
476842.75,5116550.05,811.836
476842.85,5116550.05,811.835
476842.95,5116550.05,811.835
476843.05,5116550.05,811.835
476843.14999999997,5116550.05,811.834
476843.25,5116550.05,811.834
476843.35,5116550.05,811.833
476838.25,5116549.95,811.923
476838.35,5116549.95,811.92
476838.45,5116549.95,811.917
476838.55,5116549.95,811.914
476838.64999999997,5116549.95,811.911
476838.75,5116549.95,811.908
476838.85,5116549.95,811.905
476838.95,5116549.95,811.902
476839.05,5116549.95,811.899
476839.14999999997,5116549.95,811.897
476839.25,5116549.95,811.894
476839.35,5116549.95,811.892
476839.45,5116549.95,811.889
476839.55,5116549.95,811.887
476839.64999999997,5116549.95,811.884
476839.75,5116549.95,811.882
476839.85,5116549.95,811.879
476839.95,5116549.95,811.877
476840.05,5116549.95,811.875
476840.14999999997,5116549.95,811.872
476840.25,5116549.95,811.87
476840.35,5116549.95,811.868
476840.45,5116549.95,811.866
476840.55,5116549.95,811.864
476840.64999999997,5116549.95,811.862
476840.75,5116549.95,811.859
476840.85,5116549.95,811.857
476840.95,5116549.95,811.855
476841.05,5116549.95,811.853
476841.14999999997,5116549.95,811.851
476841.25,5116549.95,811.849
476841.35,5116549.95,811.848
476841.45,5116549.95,811.846
476841.55,5116549.95,811.845
476841.64999999997,5116549.95,811.843
476841.75,5116549.95,811.842
476841.85,5116549.95,811.841
476841.95,5116549.95,811.841
476842.05,5116549.95,811.84
476842.14999999997,5116549.95,811.84
476842.25,5116549.95,811.839
476842.35,5116549.95,811.839
476842.45,5116549.95,811.838
476842.55,5116549.95,811.838
476842.64999999997,5116549.95,811.838
476842.75,5116549.95,811.837
476842.85,5116549.95,811.837
476842.95,5116549.95,811.836
476843.05,5116549.95,811.836
476843.14999999997,5116549.95,811.836
476843.25,5116549.95,811.835
476843.35,5116549.95,811.835
476843.45,5116549.95,811.834
476843.55,5116549.95,811.834
476838.25,5116549.850000001,811.927
476838.35,5116549.850000001,811.923
476838.45,5116549.850000001,811.92
476838.55,5116549.850000001,811.917
476838.64999999997,5116549.850000001,811.914
476838.75,5116549.850000001,811.911
476838.85,5116549.850000001,811.908
476838.95,5116549.850000001,811.905
476839.05,5116549.850000001,811.903
476839.14999999997,5116549.850000001,811.9
476839.25,5116549.850000001,811.897
476839.35,5116549.850000001,811.895
476839.45,5116549.850000001,811.892
476839.55,5116549.850000001,811.89
476839.64999999997,5116549.850000001,811.887
476839.75,5116549.850000001,811.885
476839.85,5116549.850000001,811.882
476839.95,5116549.850000001,811.88
476840.05,5116549.850000001,811.878
476840.14999999997,5116549.850000001,811.875
476840.25,5116549.850000001,811.873
476840.35,5116549.850000001,811.871
476840.45,5116549.850000001,811.868
476840.55,5116549.850000001,811.866
476840.64999999997,5116549.850000001,811.864
476840.75,5116549.850000001,811.862
476840.85,5116549.850000001,811.86
476840.95,5116549.850000001,811.858
476841.05,5116549.850000001,811.856
476841.14999999997,5116549.850000001,811.854
476841.25,5116549.850000001,811.852
476841.35,5116549.850000001,811.85
476841.45,5116549.850000001,811.848
476841.55,5116549.850000001,811.846
476841.64999999997,5116549.850000001,811.845
476841.75,5116549.850000001,811.844
476841.85,5116549.850000001,811.843
476841.95,5116549.850000001,811.842
476842.05,5116549.850000001,811.841
476842.14999999997,5116549.850000001,811.841
476842.25,5116549.850000001,811.841
476842.35,5116549.850000001,811.84
476842.45,5116549.850000001,811.84
476842.55,5116549.850000001,811.839
476842.64999999997,5116549.850000001,811.839
476842.75,5116549.850000001,811.839
476842.85,5116549.850000001,811.838
476842.95,5116549.850000001,811.838
476843.05,5116549.850000001,811.837
476843.14999999997,5116549.850000001,811.837
476843.25,5116549.850000001,811.837
476843.35,5116549.850000001,811.836
476843.45,5116549.850000001,811.836
476843.55,5116549.850000001,811.835
476843.64999999997,5116549.850000001,811.835
476843.75,5116549.850000001,811.835
476843.85,5116549.850000001,811.834
476838.14999999997,5116549.75,811.934
476838.25,5116549.75,811.93
476838.35,5116549.75,811.927
476838.45,5116549.75,811.924
476838.55,5116549.75,811.92
476838.64999999997,5116549.75,811.917
476838.75,5116549.75,811.914
476838.85,5116549.75,811.911
476838.95,5116549.75,811.908
476839.05,5116549.75,811.906
476839.14999999997,5116549.75,811.903
476839.25,5116549.75,811.9
476839.35,5116549.75,811.898
476839.45,5116549.75,811.895
476839.55,5116549.75,811.893
476839.64999999997,5116549.75,811.89
476839.75,5116549.75,811.888
476839.85,5116549.75,811.885
476839.95,5116549.75,811.883
476840.05,5116549.75,811.88
476840.14999999997,5116549.75,811.878
476840.25,5116549.75,811.876
476840.35,5116549.75,811.873
476840.45,5116549.75,811.871
476840.55,5116549.75,811.869
476840.64999999997,5116549.75,811.867
476840.75,5116549.75,811.864
476840.85,5116549.75,811.862
476840.95,5116549.75,811.86
476841.05,5116549.75,811.858
476841.14999999997,5116549.75,811.856
476841.25,5116549.75,811.854
476841.35,5116549.75,811.852
476841.45,5116549.75,811.85
476841.55,5116549.75,811.848
476841.64999999997,5116549.75,811.847
476841.75,5116549.75,811.846
476841.85,5116549.75,811.845
476841.95,5116549.75,811.844
476842.05,5116549.75,811.843
476842.14999999997,5116549.75,811.842
476842.25,5116549.75,811.842
476842.35,5116549.75,811.841
476842.45,5116549.75,811.841
476842.55,5116549.75,811.841
476842.64999999997,5116549.75,811.84
476842.75,5116549.75,811.84
476842.85,5116549.75,811.84
476842.95,5116549.75,811.839
476843.05,5116549.75,811.839
476843.14999999997,5116549.75,811.838
476843.25,5116549.75,811.838
476843.35,5116549.75,811.838
476843.45,5116549.75,811.837
476843.55,5116549.75,811.837
476843.64999999997,5116549.75,811.836
476843.75,5116549.75,811.836
476843.85,5116549.75,811.836
476843.95,5116549.75,811.835
476844.05,5116549.75,811.835
476838.05,5116549.65,811.94
476838.14999999997,5116549.65,811.937
476838.25,5116549.65,811.934
476838.35,5116549.65,811.93
476838.45,5116549.65,811.927
476838.55,5116549.65,811.924
476838.64999999997,5116549.65,811.92
476838.75,5116549.65,811.917
476838.85,5116549.65,811.914
476838.95,5116549.65,811.911
476839.05,5116549.65,811.909
476839.14999999997,5116549.65,811.906
476839.25,5116549.65,811.903
476839.35,5116549.65,811.901
476839.45,5116549.65,811.898
476839.55,5116549.65,811.895
476839.64999999997,5116549.65,811.893
476839.75,5116549.65,811.89
476839.85,5116549.65,811.888
476839.95,5116549.65,811.885
476840.05,5116549.65,811.883
476840.14999999997,5116549.65,811.881
476840.25,5116549.65,811.878
476840.35,5116549.65,811.876
476840.45,5116549.65,811.874
476840.55,5116549.65,811.871
476840.64999999997,5116549.65,811.869
476840.75,5116549.65,811.867
476840.85,5116549.65,811.865
476840.95,5116549.65,811.862
476841.05,5116549.65,811.86
476841.14999999997,5116549.65,811.858
476841.25,5116549.65,811.856
476841.35,5116549.65,811.854
476841.45,5116549.65,811.852
476841.55,5116549.65,811.85
476841.64999999997,5116549.65,811.849
476841.75,5116549.65,811.847
476841.85,5116549.65,811.846
476841.95,5116549.65,811.845
476842.05,5116549.65,811.844
476842.14999999997,5116549.65,811.844
476842.25,5116549.65,811.843
476842.35,5116549.65,811.843
476842.45,5116549.65,811.842
476842.55,5116549.65,811.842
476842.64999999997,5116549.65,811.842
476842.75,5116549.65,811.841
476842.85,5116549.65,811.841
476842.95,5116549.65,811.841
476843.05,5116549.65,811.84
476843.14999999997,5116549.65,811.84
476843.25,5116549.65,811.839
476843.35,5116549.65,811.839
476843.45,5116549.65,811.839
476843.55,5116549.65,811.838
476843.64999999997,5116549.65,811.838
476843.75,5116549.65,811.837
476843.85,5116549.65,811.837
476843.95,5116549.65,811.837
476844.05,5116549.65,811.836
476844.14999999997,5116549.65,811.836
476844.25,5116549.65,811.835
476838.05,5116549.55,811.945
476838.14999999997,5116549.55,811.941
476838.25,5116549.55,811.937
476838.35,5116549.55,811.933
476838.45,5116549.55,811.93
476838.55,5116549.55,811.927
476838.64999999997,5116549.55,811.923
476838.75,5116549.55,811.92
476838.85,5116549.55,811.917
476838.95,5116549.55,811.914
476839.05,5116549.55,811.911
476839.14999999997,5116549.55,811.909
476839.25,5116549.55,811.906
476839.35,5116549.55,811.903
476839.45,5116549.55,811.901
476839.55,5116549.55,811.898
476839.64999999997,5116549.55,811.896
476839.75,5116549.55,811.893
476839.85,5116549.55,811.891
476839.95,5116549.55,811.888
476840.05,5116549.55,811.886
476840.14999999997,5116549.55,811.883
476840.25,5116549.55,811.881
476840.35,5116549.55,811.879
476840.45,5116549.55,811.876
476840.55,5116549.55,811.874
476840.64999999997,5116549.55,811.872
476840.75,5116549.55,811.869
476840.85,5116549.55,811.867
476840.95,5116549.55,811.865
476841.05,5116549.55,811.863
476841.14999999997,5116549.55,811.86
476841.25,5116549.55,811.858
476841.35,5116549.55,811.856
476841.45,5116549.55,811.854
476841.55,5116549.55,811.852
476841.64999999997,5116549.55,811.851
476841.75,5116549.55,811.849
476841.85,5116549.55,811.848
476841.95,5116549.55,811.847
476842.05,5116549.55,811.846
476842.14999999997,5116549.55,811.845
476842.25,5116549.55,811.845
476842.35,5116549.55,811.844
476842.45,5116549.55,811.844
476842.55,5116549.55,811.844
476842.64999999997,5116549.55,811.843
476842.75,5116549.55,811.843
476842.85,5116549.55,811.842
476842.95,5116549.55,811.842
476843.05,5116549.55,811.842
476843.14999999997,5116549.55,811.841
476843.25,5116549.55,811.841
476843.35,5116549.55,811.84
476843.45,5116549.55,811.84
476843.55,5116549.55,811.84
476843.64999999997,5116549.55,811.839
476843.75,5116549.55,811.839
476843.85,5116549.55,811.839
476843.95,5116549.55,811.838
476844.05,5116549.55,811.838
476844.14999999997,5116549.55,811.837
476844.25,5116549.55,811.837
476844.35,5116549.55,811.836
476844.45,5116549.55,811.836
476837.95,5116549.45,811.952
476838.05,5116549.45,811.948
476838.14999999997,5116549.45,811.944
476838.25,5116549.45,811.94
476838.35,5116549.45,811.936
476838.45,5116549.45,811.933
476838.55,5116549.45,811.929
476838.64999999997,5116549.45,811.926
476838.75,5116549.45,811.923
476838.85,5116549.45,811.92
476838.95,5116549.45,811.917
476839.05,5116549.45,811.914
476839.14999999997,5116549.45,811.911
476839.25,5116549.45,811.909
476839.35,5116549.45,811.906
476839.45,5116549.45,811.903
476839.55,5116549.45,811.901
476839.64999999997,5116549.45,811.898
476839.75,5116549.45,811.896
476839.85,5116549.45,811.893
476839.95,5116549.45,811.891
476840.05,5116549.45,811.888
476840.14999999997,5116549.45,811.886
476840.25,5116549.45,811.883
476840.35,5116549.45,811.881
476840.45,5116549.45,811.879
476840.55,5116549.45,811.876
476840.64999999997,5116549.45,811.874
476840.75,5116549.45,811.872
476840.85,5116549.45,811.869
476840.95,5116549.45,811.867
476841.05,5116549.45,811.865
476841.14999999997,5116549.45,811.863
476841.25,5116549.45,811.86
476841.35,5116549.45,811.858
476841.45,5116549.45,811.856
476841.55,5116549.45,811.854
476841.64999999997,5116549.45,811.852
476841.75,5116549.45,811.851
476841.85,5116549.45,811.85
476841.95,5116549.45,811.848
476842.05,5116549.45,811.847
476842.14999999997,5116549.45,811.847
476842.25,5116549.45,811.846
476842.35,5116549.45,811.846
476842.45,5116549.45,811.845
476842.55,5116549.45,811.845
476842.64999999997,5116549.45,811.844
476842.75,5116549.45,811.844
476842.85,5116549.45,811.844
476842.95,5116549.45,811.843
476843.05,5116549.45,811.843
476843.14999999997,5116549.45,811.843
476843.25,5116549.45,811.842
476843.35,5116549.45,811.842
476843.45,5116549.45,811.841
476843.55,5116549.45,811.841
476843.64999999997,5116549.45,811.841
476843.75,5116549.45,811.84
476843.85,5116549.45,811.84
476843.95,5116549.45,811.84
476844.05,5116549.45,811.839
476844.14999999997,5116549.45,811.839
476844.25,5116549.45,811.838
476844.35,5116549.45,811.838
476844.45,5116549.45,811.838
476844.55,5116549.45,811.837
476844.64999999997,5116549.45,811.837
476844.75,5116549.45,811.836
476837.85,5116549.350000001,811.958
476837.95,5116549.350000001,811.955
476838.05,5116549.350000001,811.951
476838.14999999997,5116549.350000001,811.946
476838.25,5116549.350000001,811.943
476838.35,5116549.350000001,811.939
476838.45,5116549.350000001,811.935
476838.55,5116549.350000001,811.932
476838.64999999997,5116549.350000001,811.929
476838.75,5116549.350000001,811.926
476838.85,5116549.350000001,811.923
476838.95,5116549.350000001,811.92
476839.05,5116549.350000001,811.917
476839.14999999997,5116549.350000001,811.914
476839.25,5116549.350000001,811.911
476839.35,5116549.350000001,811.909
476839.45,5116549.350000001,811.906
476839.55,5116549.350000001,811.903
476839.64999999997,5116549.350000001,811.901
476839.75,5116549.350000001,811.898
476839.85,5116549.350000001,811.896
476839.95,5116549.350000001,811.893
476840.05,5116549.350000001,811.891
476840.14999999997,5116549.350000001,811.888
476840.25,5116549.350000001,811.886
476840.35,5116549.350000001,811.884
476840.45,5116549.350000001,811.881
476840.55,5116549.350000001,811.879
476840.64999999997,5116549.350000001,811.877
476840.75,5116549.350000001,811.874
476840.85,5116549.350000001,811.872
476840.95,5116549.350000001,811.87
476841.05,5116549.350000001,811.867
476841.14999999997,5116549.350000001,811.865
476841.25,5116549.350000001,811.863
476841.35,5116549.350000001,811.86
476841.45,5116549.350000001,811.858
476841.55,5116549.350000001,811.856
476841.64999999997,5116549.350000001,811.854
476841.75,5116549.350000001,811.853
476841.85,5116549.350000001,811.851
476841.95,5116549.350000001,811.85
476842.05,5116549.350000001,811.849
476842.14999999997,5116549.350000001,811.848
476842.25,5116549.350000001,811.847
476842.35,5116549.350000001,811.847
476842.45,5116549.350000001,811.847
476842.55,5116549.350000001,811.846
476842.64999999997,5116549.350000001,811.846
476842.75,5116549.350000001,811.845
476842.85,5116549.350000001,811.845
476842.95,5116549.350000001,811.845
476843.05,5116549.350000001,811.844
476843.14999999997,5116549.350000001,811.844
476843.25,5116549.350000001,811.844
476843.35,5116549.350000001,811.843
476843.45,5116549.350000001,811.843
476843.55,5116549.350000001,811.843
476843.64999999997,5116549.350000001,811.842
476843.75,5116549.350000001,811.842
476843.85,5116549.350000001,811.842
476843.95,5116549.350000001,811.841
476844.05,5116549.350000001,811.841
